persona_id,stage_id,goal,action,channels,pains,emotion_value,emotion_value2,emotion_term,emotion_note,aha,data,voice,opportunities,tasks
P3,8,"заплатить быстро, надёжно, привычным способом.",жмёт «купить» → Circle-чекаут (Stripe); карта РФ не проходит; ретраит; уходит. 🟢,Circle checkout (Stripe); узел /checkout. ШОВ Wix→Circle.,«я ГОТОВ платить — и не могу»: РФ-карты не принимаются; чужая платформа на самом ответственном шаге. 🟢,-1,,Annoyance,"Оплата мешает, но сумма Полиса (€50) не пугает: досада на способ, не страх и не ярость.",⭐⭐ MoT №3 — ГЛАВНЫЙ: срыв на оплате. 🟢,🟢 1011 чекаут-людей → 97 подписок School (~10:1); 🟢 failed payment 6% — люди не НАЧИНАЮТ оплату; 🟢 РФ+UA ≈ 44% аудитории.,🟢 ушедшая №1: «Не смогла технически перевести деньги»; «…рассрочка и доступный способ оплаты».,PayPal (UA/диаспора) + отдельный маршрут для РФ + страница «Как оплатить из вашей страны».,⭐⭐ Остаток дыры №1: PayPal + решение РФ. Владелец: Заказчик + Tech. СТАТУС: Klarna ✓ подключена (рассрочка EU); РФ не решена.
P3,9,как можно быстрее оказаться на живой встрече «со своими».,логинится в Circle; блуждает; ищет «начало»; смотрит первую лекцию; молчит. 🟢,"Circle (пространства, форум); onboarding-письма (если есть).",клубы надо искать; расписание неочевидно; часовые пояса. 🟢,2,-2,вилка-MoT: Joy («нашла своих») / Grief («опять одна»),"Самая широкая вилка карты: первая живая встреча в первые 2 недели — «нашла своих», радость в центре колеса; встречи всё нет — «опять одна», горе. Промежутка у её мотива почти нет — среда либо случается, либо нет.",⭐⭐ MoT ГЛАВНЫЙ: первая живая встреча ≤14 дней от оплаты. 🟢,🔴 время «оплата→первая встреча» не измеряется — завести метрику.,"🟢 R22: «непонятно, как попасть в группу».",«первая встреча ≤14 дней» гарантированно (зовёт модератор лично); random coffee; buddy.,⭐ Активация Полиса «встреча ≤14 дней» (Модераторы; медиана дней; retention 60 дн).
P3,10,"ритм жизни в среде: клубы, малые группы, разговор.",ходит в клубы; тянется к малым группам.,"Circle: лекции, форум, клубы; Telegram-группы.",попала «в запись» вместо живого — ценность рушится; часовые пояса режут выбор. 🟢,1,,Acceptance (принята),"Принята в среду: клубы, малые группы, разговор. Принятие — её базовая валюта, ровный плюс.",—,🔴 вовлечённость не измеряется системно; 🟢 отток «жизнь/время» = 4 из 8 ушедших — риск живёт здесь.,🟢 R10: «больше работы в мини-группах»; 🟢 R26: «Не хватает живого общения с преподавателями».,TZ-окна встреч («европейское/американское») 🟡; больше малых групп; random coffee по теме.,Прогресс-вкладка + малые группы под куратором (Circle-админ + Кураторы; % в группах к 30-му дню; retention 60 дн).
P3,11,собрать из услышанного СВОЁ мировоззрение; проверить себя делом.,пишет первое эссе «Моё мировоззрение»; публикует; получает отклик (или откладывает).,форум Circle; аттестация.,страшно вынести своё на публику; эссе без отклика «повисает». 🟢,2,,Ecstasy («подхватили!»),"«Сказала мысль — группа подхватила»: a-ha Полиса. Восторг, центр колеса.",MoT: «сказала мысль — группа подхватила» = Полис-a-ha. 🟢,🟢 оставшиеся называют эссе поворотом; 🟡 ушедшие уходят ДО эссе (проверяется локатором).,🟢 R6: «Я не один со своими вопросами».,гарантированный отклик на первое эссе (SLA ≤7 дн); мягкий дедлайн «эссе в первые 60 дней»; «лестница» из 3 мини-шагов.,SLA отклика на первое эссе ≤7 дн (Кураторы; % новичков с эссе за 60 дн; % эссе с откликом ≤7 дн).
P3,12,чтобы «город» стал привычным домом.,продлевает подписку; идёт в клубы; ИЛИ жизнь сжимает → пауза/отписка.,Circle; платёж продления; клубы.,«пропустила месяц — выпала из жизни города». 🟡,1,,Serenity (уют),"Город стал привычным домом: ритуалы, дайджест, симпосии. Спокойствие — положительная эмоция низкой интенсивности, и это правильно: дом не должен «гореть».",вилка «продлить / пауза / уйти».,"🟢 отток (n=8): жизнь=4, деньги=1, темп=1, UX=1, оплата=1; 🟢 8/8 хотят вернуться; 🟢 Polis −75%, Basic −69%.",🟢 ушедший №7: «Я изначально был настроен продолжать»; 🟢 №8: «Вкладка „мой прогресс“… собрать путь как конструктор».,"ритуалы среды: регулярные симпосии, дайджест, random coffee; «клубы городов» диаспоры 🟡.",Дайджест Полиса + календарь (Модераторы; возвраты на события).
P3,13,"отдавать; вести своё; быть «архитектором, а не слушателем».",приводит «своих» из локальных чатов эмигрантов. 🟡,Circle-роли; внешние площадки.,"путь к роли непрозрачен; титул через 4 года — далеко, промежуточных ролей нет. 🟡",2,,Love (зовёт своих),Зовёт земляков из локальных чатов: любовь к среде выплёскивается наружу рефералами.,"MoT №6: первый СВОЙ вклад (провёл встречу, привёл ученика). 🟡",🔴 рефералы не считаются; 🔴 NPS не замеряется.,🟢 R6: «Ни в коем случае не останавливайтесь — вы нам нужны»; 🟢 R27: «Стал счастливым в этом стремлении».,реферал «приведи земляка»; открытые события как реферальная воронка.,Программа ролей + учёт рефералов (Кураторы + Аналитика; % учеников с ролью).
P4,1,углубить конкретную тему в СВОЮ картину мира.,"смотрит тематическое видео (кейс «Элиты» = его сценарий 🟢); триггер — тема, не кризис.",YouTube АО (фоном); Instagram школы.,знания не складываются в систему; поверхностный контент выветривается; нет проводника — «варюсь один». 🟢,0,,Interest,"Вход без кризиса: зацепила тема (элиты, теология, истина). Внешнее кольцо интереса — прохладный, взвешенный старт.",—,🔴 этап неизмерим в GA; запрос никак не поймать.,🟢 R15: «Долгий путь… все дороги ведут в Рим (Школу)».,короткие «болевые» форматы под триггеры (Shorts/Reels) → ведут на длинную лекцию.,Серия Shorts/Reels под триггеры с UTM. Владелец: SMM. Impact: высокий. Effort: средний. Метрика: охват + CTR в длинную лекцию.
P4,2,"понять, что за Школа у АО и есть ли там «путь глубже роликов».",видит анонс Школы в видео/описании канала; кликает ссылку из описания. 🟢,"YouTube (описание, анонс в ролике) → www. 🟢",в описании несколько ссылок без пояснений — «куда именно идти?»; ссылка иногда ведёт сразу в Circle. 🟢,1,,Anticipation,Предвкушение: у АО есть целый курс по его теме — можно углубить своё.,—,"🟢 YouTube — единственный сильный канал: 9,35% визит→подписка (vs ~5%); 🟢 «Элиты»: 3 ссылки без UTM; 🟢 Direct 43–46% не атрибутируется.","🟢 R8: «Будучи подписанным на канал несколько лет, я с большим интересом воспринял новость об открытии школы».",1 видео = 1 ссылка с UTM на посадочную www (не в Circle); анонс-связка «ролик → страница темы».,UTM-дисциплина всех ссылок канала. Владелец: SMM. Impact: высокий. Effort: низкий. Метрика: доля размеченных сессий; % Direct ↓. СТАТУС: в работе ✓
P4,3,"за 2 минуты понять, «что здесь есть и что из этого — моё».",из видео идёт СРАЗУ на страницу курса (не на главную). 🟢,"www: главная, страницы продуктов; мобильный. 🟢","ссылка ведёт в Circle-страницу с логином — «мне нужен курс, а не членство». 🟢",1,,Anticipation,"Идёт из видео прямо на страницу курса, минуя главную: предвкушение конкретики, а не «знакомства со школой».",—,"🟢 LCP 5,7 с; dead clicks 8%; 95% визитов — без клика на подписку.","🟢 R22: «Кто-то же должен сделать всё как надо! Когда увидел Школу — понял, именно этого я искал».",карта продуктов «город» на одном экране; квиз «с чего начать»; ускорение загрузки.,"1) Перф-аудит Wix (Тарас; LCP < 2,5 с). 2) Квиз-роутер (Дизайн+Tech; % прошедших; CTR в дверь). СТАТУС: квиз = ФОКУС, концепты готовы."
P4,4,"решить по фактам: что внутри, сколько стоит, когда старт.",читает страницу курса 5–19 минут; ищет цену; уходит ни с чем. 🟢,"/course, тарифы, /samopoznanie. 🟢",НЕТ ЦЕНЫ; программа/даты не полностью; запись через незнакомую Circle. 🟢,-2,,Anger — ДНО 1 (нет цены),"Читает страницу 5–19 минут — а цены нет и программа неполная. Гнев: для человека, ценящего порядок и завершённость, отсутствие базовых фактов читается как неуважение. Его дно — здесь, не на оплате.",⭐⭐ MoT ГЛАВНЫЙ №1: страница курса = вся его воронка. 🟢,🟢 «Элиты»: 134 новых → 68 на странице → 0 чекаутов новых; ~10 сессий 5–19 мин без записи.,🟢 ушедшая №1: «Мне очень понравилась программа…» (интерес есть — ломается дальше).,"публичный лендинг курса на www: цена, программа, лектор, дата, FAQ + email «напомнить о старте».",⭐ Лендинги курсов на www + цена (Tech + Дизайн; новые→чекаут > 0%).
P4,5,"убедиться: «это серьёзно, мне подойдёт, я потяну».",перечитывает программу; ищет отзывы и «как внутри»; прикидывает время/деньги; откладывает.,"www, отзывы, соцдоказательства.","не видно «как внутри» (Circle снаружи не показан); страх «куплю и заброшу»; нет отзывов «таких, как я». 🟡",-1,,Disapproval (разочарование),"«Несерьёзно»: неодобрение — оценочная эмоция консерватора. Мягче гнева, но уже с вердиктом.","MoT: «понятно, что внутри, сколько стоит, когда старт». 🟡",🟢 мульти-визиты до покупки; 🔴 причины откладывания не измеряются.,🟢 R4: «Переслушивала снова и снова… очень хотела понять».,превью-урок / фрагмент лекции на лендинге.,Видео-тур + блок «первые 2 недели» (Дизайн+SMM; конверсия страницы в чекаут). Отзывы из опроса — быстрая задача.
P4,6,"попробовать без риска; оставить контакт, «не продавая душу».",жмёт «подписаться»; начинает форму; бросает на середине. 🟢,форма Wix; переход в Circle-регистрацию.,форма длинная/казённая; регистрация в незнакомой Circle ДО понимания ценности. 🟢,-1,,Annoyance (логин-стена),"Логин-стена ради разовой покупки: «мне нужен курс, а не членство». Досада на навязанный формат.",—,🟢 form_start 529 → submit 41 (−92%); 🟢 лид-магнита нет (download 37); 🟢 «Элиты»: логин-стена отсекает новых.,🟢 ушедшая №4: «Не понравилась организация сайта и доступа к курсу».,лид-магнит = программа курса PDF + «напомнить о старте».,⭐ ФОКУС: квиз + email-захват (концепты 3×2 + ТЗ S1 готовы). Владелец: Заказчик (выбор) + Дизайн + Tech + SMM. Метрика: form CR 8% → 30%+.
P4,7,"дозреть в своём темпе, не потеряв интереса.",смотрит новые видео АО; изредка возвращается; ждёт «знака».,YouTube; email (почти пусто); повторные Direct-заходы.,между визитами Школа молчит — интерес остывает. 🟡,0,,Distraction (остыл),"Остыл и ушёл к делам: тема подождёт. Рассеяние без обиды — и без возврата, если не напомнить.",—,🟢 email-цепочки нет; 🟢 повторные визиты = Direct (не атрибутируются); 🟡 зритель зреет месяцами.,🟢 R16: «Старался обучаться через его видео… очень обрадовался открытию Школы».,welcome-цепочка 3–5 писем по мотиву из квиза; дайджест «что было в Полисе».,Welcome-серия (SMM; open rate; лид→оплата %). Появится вместе с квизом.
P4,8,"заплатить быстро, надёжно, привычным способом.",жмёт «купить» → Circle-чекаут (Stripe); карта РФ не проходит; ретраит; уходит. 🟢,Circle checkout (Stripe); узел /checkout. ШОВ Wix→Circle.,"разовая €220: рассрочка менее критична, СПОСОБ оплаты (РФ/UA) — критичен. = общая задача №1.",-1,,Annoyance,"Способ оплаты мешает, но разовая сумма €220 не критична: досада, не страх (в отличие от P2 с годовой суммой).",⭐⭐ MoT №3 — ГЛАВНЫЙ: срыв на оплате. 🟢,🟢 1011 чекаут-людей → 97 подписок School (~10:1); 🟢 failed payment 6% — люди не НАЧИНАЮТ оплату; 🟢 РФ+UA ≈ 44% аудитории.,🟢 ушедшая №1: «Не смогла технически перевести деньги»; «…рассрочка и доступный способ оплаты».,PayPal (UA/диаспора) + отдельный маршрут для РФ + страница «Как оплатить из вашей страны».,⭐⭐ Остаток дыры №1: PayPal + решение РФ. Владелец: Заказчик + Tech. СТАТУС: Klarna ✓ подключена (рассрочка EU); РФ не решена.
P4,9,"онбординг КУРСА, не Школы: «где мой курс, когда занятия, где материалы».",логинится в Circle; блуждает; ищет «начало»; смотрит первую лекцию; молчит. 🟢,"Circle (пространства, форум); onboarding-письма (если есть).",навигация к купленному курсу. 🟢,0,,Distraction («где мой курс»),"«Где мой курс?» — растерянность навигации, снимается одним письмом с тремя ссылками.",MoT №4: первый ОТКЛИК школы на его действие. 🟡,🔴 Circle — слепая зона GA; 🟢 North Star (модуль 1 + возврат 30 дн) не измеряется.,🟢 ушедшая №4: «Не понравилась организация сайта и доступа к курсу».,письмо «ваш курс: 3 ссылки»; страница курса как единый хаб.,«Начни здесь» + замер North Star → детали на онбординг-сессии. Владелец: Кураторы + Tech + Аналитика.
P4,10,"держать ритм, видеть прогресс, получать отклик.",проходит курс соло; клубы игнорирует; вопросы копит для ЛЕКТОРА.,"Circle: лекции, форум, клубы; Telegram-группы.","домашки без фидбэка лектора; форум «обо всём», а ему — про его тему. 🟡",1,,Interest,"Проходит курс соло, вопросы копит для лектора: ровный рабочий интерес без социальной составляющей.",—,🔴 вовлечённость не измеряется системно; 🟢 отток «жизнь/время» = 4 из 8 ушедших — риск живёт здесь.,🟢 R20: «Хотелось бы коммуникации вне курсов».,Q&A-окна лектора внутри курса; тематическая ветка курса.,Прогресс-вкладка + малые группы под куратором (Circle-админ + Кураторы; % в группах к 30-му дню; retention 60 дн).
P4,11,собрать из услышанного СВОЁ мировоззрение; проверить себя делом.,пишет первое эссе «Моё мировоззрение»; публикует; получает отклик (или откладывает).,форум Circle; аттестация.,страшно вынести своё на публику; эссе без отклика «повисает». 🟢,1,,Surprise («поймал ошибку»),"«Поймал ошибку в своём рассуждении» — интеллектуальное удивление: инструмент лёг в готовую картину мира (R2: теория истины в тех. расследованиях). +1, не +2: у него апгрейд, а не трансформация.",MoT: «поймал ошибку в своём рассуждении» (a-ha курса 🟢) / «инструмент лёг в мою работу/веру».,🟢 оставшиеся называют эссе поворотом; 🟡 ушедшие уходят ДО эссе (проверяется локатором).,🟢 R2 (Теория истины на производстве); 🟢 R16 (инструменты к Писанию).,гарантированный отклик на первое эссе (SLA ≤7 дн); мягкий дедлайн «эссе в первые 60 дней»; «лестница» из 3 мини-шагов.,SLA отклика на первое эссе ≤7 дн (Кураторы; % новичков с эссе за 60 дн; % эссе с откликом ≤7 дн).
P4,12,«что дальше по моей теме?»,курс закончился; доступ истекает; предложения нет → уходит.,Circle; платёж продления; клубы.,обрыв: «курс кончился — и всё?»; доступ пропадает; следующий шаг не предложен. 🟢,-1,,Disapproval — ДНО 2 (обрыв),"Курс кончился — и всё: доступ пропадает, следующий шаг не предложен. Неодобрение обрыва: он был готов продолжать «по своей теме» (R16). Второе дно.",⭐⭐ MoT ГЛАВНЫЙ №2: конец курса = развилка «мостик или обрыв». 🟢,"🟢 покупателей курсов БОЛЬШЕ, чем подписчиков School — крупнейший пул апгрейда.",🟢 ушедший №7: «Я изначально был настроен продолжать»; 🟢 №8: «Вкладка „мой прогресс“… собрать путь как конструктор».,за 2 недели до конца — «ваш следующий шаг»: School со скидкой выпускника / следующий курс / Полис-пробник; алюмни-доступ.,⭐ Мостик курс→School (Кураторы + SMM; % выпускников → School/Полис за 60 дн).
P4,13,"отдавать; вести своё; быть «архитектором, а не слушателем».",рекомендует курс коллегам «по теме»; оставляет отзыв.,Circle-роли; внешние площадки.,"путь к роли непрозрачен; титул через 4 года — далеко, промежуточных ролей нет. 🟡",1,,Trust (рекомендует),"Рекомендует курс коллегам «по теме»: доверие эксперта — сдержанное, без экзальтации, потому +1.","MoT №6: первый СВОЙ вклад (провёл встречу, привёл ученика). 🟡",🔴 рефералы не считаются; 🔴 NPS не замеряется.,🟢 R6: «Ни в коем случае не останавливайтесь — вы нам нужны»; 🟢 R27: «Стал счастливым в этом стремлении».,реферальный код выпускника 🟡; отзыв → на лендинг курса.,Программа ролей + учёт рефералов (Кураторы + Аналитика; % учеников с ролью).
P5,1,рациональный фундамент под собственный путь познания.,годы самообразования и «учений»; слушает АО среди прочих источников.,YouTube; книги; другие школы/курсы (конкуренты её пути).,«эклектика без стержня»; «не с кем проверить мысль всерьёз». 🟡,1,,Interest,Зрелый запрос без кризиса: Школа — очередная ступень собственного пути познания. Плюс на входе — редкость среди персон.,—,"🔴 оффсайт, неизмеримо.","🟡 R-AM (Q3): «хотела прочную базу, систему под всё остальное».",YouTube-рубрика «глубокие разборы первоисточников» — сигнал «здесь есть уровень».,Рубрика «для продолжающих» (SMM + АО; досмотры длинных видео).
P5,2,"понять, есть ли у АО формат «всерьёз и под руководством».",узнаёт о Школе из канала; решение быстрое — доверие к ЛИЧНОСТИ уже есть. 🟡,YouTube → www.,по сайту не видно УРОВНЯ: «это для начинающих?». 🟢,1,,Trust,"Доверие к личности АО накоплено годами: решение зреет быстро, без сравнения альтернатив.",—,🟡 «быстрые» покупатели не выделены в GA.,"🟡 R-AM (Q2): смотрела давно, доверие к личности.",показать лестницу уровней: вводный → продвинутый → аттестация → роли.,Блок «уровни и путь мастера» на www (Дизайн; CTR в раздел).
P5,3,"найти, «что здесь сверх вводного».",сканирует программу; ищет продвинутое.,"www: программа, страницы курсов.",сайт продаёт введение — продвинутый трек невидим. 🟢,0,,Pensiveness («мой уровень?»),"«А есть ли тут мой уровень?» — сайт продаёт введение, продвинутый трек невидим. Задумчивость, не разочарование: она готова проверить изнутри.",—,🟢 страницы продвинутого трека нет.,🟢 R5: «Каждый курс — это только введение в тему…».,"посадочная «для тех, кто уже в пути»: семинары, аттестация, роли, погружения.",Посадочная продвинутого трека (Дизайн + АО; конверсия в заявки).
P5,4,максимум доступа к АО.,"выбирает School €100 (верх лестницы доступа), долго не сравнивая. 🟡",страница тарифов.,"непонятно, СКОЛЬКО реально доступа к АО на тарифе. 🟡",1,,Optimism,Лестница тарифов читается ею как лестница доступа к Учителю: «доступ покупается здесь». Надежда со знаком плюс.,MoT: «доступ к Учителю покупается здесь» — лестница работает. 🟢,🟢 лестница доступа = сильнейшая ось ценности тарифов.,🟡 R-AM (Q5).,"тариф-таблица «доступ к философу» цифрами: X эфиров/мес, вопросы, разборы.",Переписать сравнение тарифов через доступ (Дизайн; конверсия тарифной страницы).
P5,5,«мой уровень здесь уважают?»,"смотрит работы учеников, уровень дискуссий.","www, публичные эссе/форум.",страх смешения с нулевым уровнем — «не будет ли мне скучно». 🟡,0,,Apprehension,"Лёгкое опасение «смешают с новичками» — внешнее кольцо: сомнение есть, решения не меняет.",MoT: «здесь есть равные мне». 🟡,🔴 не измеряется.,🟢 R28: «В погоне за массовым слушателем лекции упрощаются».,витрина сильных эссе и рангов на www.,"Витрина лучших эссе (SMM; время на странице, переходы в чекаут)."
P5,6,войти без бюрократии.,покупает почти сразу — лид-этап короткий.,прямой чекаут.,лишние шаги/квизы раздражают «быстрых». 🟡,1,,Anticipation,"Покупает почти сразу: лид-этап короткий, предвкушение работы. Квизы и прогрев ей только мешали бы.",—,🟡 сегмент «быстрых» не выделен.,—,"не мешать быстрым: прямой чекаут с любой страницы, квиз — необязательный.",— (низкий приоритет).
P5,7,"— (прогрев не нужен, нужна ясность оффера).",пропускает этап.,—,—,0,,Serenity,"Прогрев не нужен — спокойно пропускает этап: ноль как осознанная безмятежность, а не остывание.",—,—,—,сегментировать цепочки: «быстрым» — не капать письмами.,—
P5,8,заплатить и продлеваться без квеста.,вошла 2 года назад; СЕЙЧАС продление из РФ = квест. 🟡,Circle checkout (Stripe).,"продление из РФ (карты не проходят); годовая сумма без рассрочки (Klarna ✓ для EU, РФ — нет). 🟢",-1,,Annoyance (продление РФ),"Продление из РФ — квест: досада, а не ярость, потому что мотивация выше барьера — она уже внутри и платит второй год.",—,🟢 РФ+UA ≈ 44%; 🔴 срывы продлений — запросить Circle Payments.,🟢 паттерн ушедшей №1.,,Письмо-инструкция об оплате при продлении (Кураторы; % успешных продлений РФ/UA).
P5,9,"быстро найти СВОЁ (глубину), мимо базового шума.","осваивает Circle сама; форум — да, клубы — не пошла (К3/К5: «не мой формат» + соло). 🟢","Circle: лекции, форум.",«где здесь моя лига?»; базовые вопросы новичков в общем потоке. 🟡,1,,Acceptance,"Год-1: нашла свой формат (эссе, форум), с платформой справилась сама. Принятие — ровный плюс без эйфории.",MoT: «меня заметили как сильную» — первый отклик преподавателя на её эссе. 🟡,🔴 онбординг не различает новичка и продвинутого.,🟡 R-AM (Q6).,"ветка онбординга «уже с бэкграундом»: сразу к эссе, семинарам, аттестации.",Онбординг-развилка по уровню (Кураторы; % продвинутых с эссе за 30 дн).
P5,10,глубина + диалог на уровне; «всё для меня и моего самообразования».,лекции + вопросы АО в эфире; пишет МНОГО эссе (25); клубы игнорирует; неформально «болтается» в Полисе. 🟢,"Circle: эфиры, форум (эссе).",глубокий разговор некуда отнести — нет неформального формата; отклик на эссе редкий / не от преподавателей (H2); неофиты размывают уровень. 🟢,1,,Admiration → Boredom (к концу года),"Лекции и разборы АО — восхищение; но отклика на эссе мало («пишу, чтобы мне отвечали» — R-AM), «аськи» равных нет — к концу года восхищение тускнеет к скуке. Стрелка внутри одного этапа.",MoT: отклик УЧИТЕЛЯ на её работу = топливо. 🟡,🟢 25 эссе = топ-авторов видно в Circle; 🔴 скорость отклика на эссе не измеряется.,"🟢 R-AM: «хотелось чат тех, кто болтается в Полисе — глубоко, неформально»; 🟢 R20.",«тихая гостиная» (салон) для продвинутых; SLA отклика на эссе топ-авторов; право самоорганизации групп (R28).,⭐ Салон-чат Мастер+ (Модераторы; НИЗКИЙ effort — дешёвый эксперимент; WAU продвинутых). SLA отклика на эссе (Кураторы + АО).
P5,11,расти в мастерстве и получать ПРИЗНАНИЕ уровня.,"год 1: аттестация, ранг «Мастер I» — веха; год 2: ждёт нового уровня, а программа повторяет своё. 🟢","аттестация, форум.",«год 2 = ещё раз год 1»; ранг получен — а ДВЕРЕЙ не открыл. 🟢,-1,,Disapproval («повтор»),"«Год 2 = ещё раз год 1»: ранг получен, а дверей не открыл. Неодобрение — оценка продукта, не обида на людей.",⭐ MoT: «я расту здесь дальше — или я это уже прошла?» (главный вопрос года-2). 🟢,🔴 когорты год-1 vs год-2 не построены; 🟡 отток продвинутых кластеризуется на границе учебных лет.,"🟢 R5: «Возможно ли глубокое изучение Аристотеля, Боэция, Хайдеггера?».","продвинутый семинар первоисточников; ранги открывают двери (салон, право вести группу, приоритет вопросов АО); погружения 1–2 раза в год.",⭐ Продвинутый трек к сентябрю (АО + Кураторы; retention год-2; % Мастеров в семинаре).
P5,12,"продолжать только то, что растит; «не платить за повторение».",решает не идти в год 3 → экзамены теряют смысл → тихо не продлевает. 🟡,"Circle (затихающая активность), продление.","никто не заметил, что топ-автор затихает; нет гибких сроков экзаменов; нет формата «останься иначе». 🟢",-2,,Sadness (тихий уход) — ДНО,"Тихая грусть ухода: никто не заметил, что топ-автор затихает. Не ярость и не страх — печаль: её никто не обидел, ей перестало хватать глубины. Дно её карты — здесь, а не на оплате.",⭐⭐ MoT ГЛАВНЫЙ: «продолжать или нет» перед годом-3. 🟢,🔴 сигнал «активный затих 30 дней» не отслеживается — дешёвый предиктор оттока; 🟢 ушедший №8: «более глубокое содержание».,🟡 R-AM (Q14–17) — вписать цитаты после обработки записи.,early-warning «затихшие активные» → личное касание; экзамены в своём темпе; статус алюмни.,Алерт «активный затих 30 дн» (Circle-админ + Кураторы). Гибкие экзамены (решение АО).
P5,13,"остаться «своей» Школе, даже уйдя; вернуться за новым уровнем.",тепло отзывается; готова рекомендовать; открыта к возврату за продвинутым продуктом. 🟡,личные сети; алюмни-контакт.,некуда возвращаться — нет продукта для «переросших вводное». 🟢,1,,Serenity (тепло сохраняется),"Тепло сохраняется: готова вернуться за продвинутым продуктом. Спокойная привязанность, не активная адвокация — пока звать некуда.","MoT: приглашение, ради которого стоит вернуться. 🟡","🟢 паттерн 8/8 «вернусь»; 🟡 win-back продвинутых = продукт глубины, не скидка.","🟡 R-AM (Q20): формат «спутника, а не станции».",алюмни-круг Мастеров; приглашение на погружение; «вернись досдать».,Win-back-оффер Мастерам к сентябрю (Кураторы + SMM; % вернувшихся Мастеров).
